token,token_lower,count,rank,per_1k,chapter_0,chapter_1,chapter_2
местности,местности,6,2341,0.0543,0,1,5
представлялся,представлялся,6,2342,0.0543,0,3,3
пуль,пуль,6,2343,0.0543,0,3,3
случаях,случаях,6,2344,0.0543,0,1,5
частью,частью,6,2345,0.0543,0,1,5
звуков,звуков,6,2346,0.0543,0,3,3
оружия,оружия,6,2347,0.0543,0,1,5
открыл,открыл,6,2348,0.0543,0,1,5
рассеянно,рассеянно,6,2349,0.0543,0,0,6
тысячи,тысячи,6,2350,0.0543,0,0,6
совета,совета,6,2351,0.0543,0,0,6
николушке,николушке,6,2352,0.0543,0,0,6
пишет,пишет,6,2353,0.0543,0,0,6
рассказы,рассказы,6,2354,0.0543,0,0,6
государи,государи,6,2355,0.0543,0,0,6
долгорукову,долгорукову,6,2356,0.0543,0,0,6
вишау,вишау,6,2357,0.0543,0,0,6
тит,тит,6,2358,0.0543,0,0,6
плотине,плотине,6,2359,0.0543,0,0,6
здравствуйте,здравствуйте,5,2360,0.0453,2,0,3
peur,peur,5,2361,0.0453,5,0,0
красным,красным,5,2362,0.0453,1,4,0
языке,языке,5,2363,0.0453,3,2,0
дворе,дворе,5,2364,0.0453,2,1,2
allez,allez,5,2365,0.0453,2,0,3
t,t,5,2366,0.0453,5,0,0
sommes,sommes,5,2367,0.0453,4,1,0
роль,роль,5,2368,0.0453,2,1,2
сорок,сорок,5,2369,0.0453,2,1,2
призвание,призвание,5,2370,0.0453,3,0,2
мира,мира,5,2371,0.0453,2,2,1
насмешки,насмешки,5,2372,0.0453,4,1,0
aux,aux,5,2373,0.0453,3,2,0
лучших,лучших,5,2374,0.0453,3,0,2
sire,sire,5,2375,0.0453,2,0,3
судить,судить,5,2376,0.0453,3,0,2
уважения,уважения,5,2377,0.0453,2,0,3
грустью,грустью,5,2378,0.0453,4,0,1
бывало,бывало,5,2379,0.0453,2,0,3
monde,monde,5,2380,0.0453,4,0,1
вашим,вашим,5,2381,0.0453,2,2,1
приняло,приняло,5,2382,0.0453,5,0,0
величества,величества,5,2383,0.0453,3,1,1
неприятное,неприятное,5,2384,0.0453,3,0,2
задумчиво,задумчиво,5,2385,0.0453,5,0,0
выражая,выражая,5,2386,0.0453,4,0,1
женить,женить,5,2387,0.0453,2,0,3
памяти,памяти,5,2388,0.0453,3,0,2
удерживать,удерживать,5,2389,0.0453,1,3,1
умный,умный,5,2390,0.0453,2,0,3
соображая,соображая,5,2391,0.0453,2,3,0
обществу,обществу,5,2392,0.0453,4,1,0
pétersbourg,pétersbourg,5,2393,0.0453,4,0,1
молодая,молодая,5,2394,0.0453,3,1,1
видали,видали,5,2395,0.0453,2,3,0
хорошенькая,хорошенькая,5,2396,0.0453,3,0,2
полную,полную,5,2397,0.0453,3,2,0
блестящие,блестящие,5,2398,0.0453,3,0,2
быстрыми,быстрыми,5,2399,0.0453,2,3,0
красивой,красивой,5,2400,0.0453,3,1,1
местам,местам,5,2401,0.0453,3,2,0
словом,словом,5,2402,0.0453,2,3,0
ждал,ждал,5,2403,0.0453,1,0,4
любят,любят,5,2404,0.0453,2,2,1
заговорили,заговорили,5,2405,0.0453,4,1,0
причины,причины,5,2406,0.0453,2,2,1
радостью,радостью,5,2407,0.0453,2,2,1
начать,начать,5,2408,0.0453,3,1,1
улыбалась,улыбалась,5,2409,0.0453,4,0,1
плеч,плеч,5,2410,0.0453,4,0,1
блеск,блеск,5,2411,0.0453,2,2,1
пред,пред,5,2412,0.0453,3,1,1
столик,столик,5,2413,0.0453,4,0,1
ridicule,ridicule,5,2414,0.0453,4,1,0
черты,черты,5,2415,0.0453,2,2,1
глазам,глазам,5,2416,0.0453,2,2,1
лорнет,лорнет,5,2417,0.0453,3,1,1
интерес,интерес,5,2418,0.0453,1,3,1
удалось,удалось,5,2419,0.0453,1,2,2
естественно,естественно,5,2420,0.0453,2,1,2
счастье,счастье,5,2421,0.0453,1,0,4
бывшие,бывшие,5,2422,0.0453,2,2,1
грех,грех,5,2423,0.0453,5,0,0
вашей,вашей,5,2424,0.0453,3,0,2
большом,большом,5,2425,0.0453,3,0,2
встали,встали,5,2426,0.0453,4,0,1
испуганными,испуганными,5,2427,0.0453,3,1,1
схватил,схватил,5,2428,0.0453,2,2,1
ничто,ничто,5,2429,0.0453,1,1,3
доброе,доброе,5,2430,0.0453,2,2,1
скажете,скажете,5,2431,0.0453,2,0,3
моем,моем,5,2432,0.0453,2,1,2
известия,известия,5,2433,0.0453,1,3,1
неохотно,неохотно,5,2434,0.0453,2,0,3
даму,даму,5,2435,0.0453,4,0,1
слушала,слушала,5,2436,0.0453,5,0,0
послушайте,послушайте,5,2437,0.0453,2,1,2
enfant,enfant,5,2438,0.0453,4,0,1
роде,роде,5,2439,0.0453,3,0,2
обязан,обязан,5,2440,0.0453,1,3,1
уехать,уехать,5,2441,0.0453,3,0,2
вздохнув,вздохнув,5,2442,0.0453,3,1,1
словах,словах,5,2443,0.0453,2,0,3
перешло,перешло,5,2444,0.0453,1,2,2
sais,sais,5,2445,0.0453,4,0,1
eu,eu,5,2446,0.0453,5,0,0
moins,moins,5,2447,0.0453,4,0,1
бить,бить,5,2448,0.0453,1,3,1
жизнью,жизнью,5,2449,0.0453,3,0,2
власть,власть,5,2450,0.0453,3,0,2
великое,великое,5,2451,0.0453,4,0,1
отчаянным,отчаянным,5,2452,0.0453,3,2,0
молодость,молодость,5,2453,0.0453,2,0,3
значение,значение,5,2454,0.0453,3,1,1
силе,силе,5,2455,0.0453,2,0,3
речей,речей,5,2456,0.0453,3,0,2
серьезное,серьезное,5,2457,0.0453,2,2,1
выговором,выговором,5,2458,0.0453,2,1,2
moscou,moscou,5,2459,0.0453,5,0,0
трудом,трудом,5,2460,0.0453,2,3,0
отрывисто,отрывисто,5,2461,0.0453,4,1,0
анекдот,анекдот,5,2462,0.0453,1,0,4
кончился,кончился,5,2463,0.0453,1,2,2
обыкновенного,обыкновенного,5,2464,0.0453,3,2,0
говорится,говорится,5,2465,0.0453,2,1,2
приятное,приятное,5,2466,0.0453,3,1,1
идите,идите,5,2467,0.0453,2,0,3
крыльцо,крыльцо,5,2468,0.0453,2,3,0
княгиней,княгиней,5,2469,0.0453,3,0,2
кареты,кареты,5,2470,0.0453,5,0,0
саблю,саблю,5,2471,0.0453,1,4,0
сухо,сухо,5,2472,0.0453,4,0,1
твой,твой,5,2473,0.0453,5,0,0
отпустил,отпустил,5,2474,0.0453,4,1,0
вечере,вечере,5,2475,0.0453,5,0,0
гвардии,гвардии,5,2476,0.0453,2,1,2
пришло,пришло,5,2477,0.0453,1,3,1
б,б,5,2478,0.0453,1,1,3
помогать,помогать,5,2479,0.0453,2,1,2
ответить,ответить,5,2480,0.0453,1,2,2
мужем,мужем,5,2481,0.0453,2,0,3
засмеялась,засмеялась,5,2482,0.0453,4,0,1
учтивостью,учтивостью,5,2483,0.0453,1,2,2
встать,встать,5,2484,0.0453,4,1,0
волнение,волнение,5,2485,0.0453,1,2,2
чужой,чужой,5,2486,0.0453,1,0,4
ужина,ужина,5,2487,0.0453,3,0,2
женись,женись,5,2488,0.0453,5,0,0
смотри,смотри,5,2489,0.0453,4,1,0
снял,снял,5,2490,0.0453,2,1,2
каждого,каждого,5,2491,0.0453,4,1,0
блестели,блестели,5,2492,0.0453,1,3,1
кончил,кончил,5,2493,0.0453,1,3,1
показывал,показывал,5,2494,0.0453,3,2,0
давай,давай,5,2495,0.0453,3,2,0
помолчав,помолчав,5,2496,0.0453,3,0,2
взгляде,взгляде,5,2497,0.0453,1,0,4
сестре,сестре,5,2498,0.0453,4,0,1
пришла,пришла,5,2499,0.0453,3,0,2
честное,честное,5,2500,0.0453,3,0,2
страстно,страстно,5,2501,0.0453,2,0,3
анатолю,анатолю,5,2502,0.0453,2,0,3
решения,решения,5,2503,0.0453,1,0,4
приходили,приходили,5,2504,0.0453,1,2,2
подъехав,подъехав,5,2505,0.0453,1,1,3
крыльцу,крыльцу,5,2506,0.0453,2,2,1
дальний,дальний,5,2507,0.0453,1,2,2
видит,видит,5,2508,0.0453,1,1,3
знакомых,знакомых,5,2509,0.0453,2,2,1
сто,сто,5,2510,0.0453,3,1,1
средине,средине,5,2511,0.0453,1,3,1
голубыми,голубыми,5,2512,0.0453,3,1,1
вино,вино,5,2513,0.0453,2,0,3
отталкивая,отталкивая,5,2514,0.0453,4,1,0
пехотные,пехотные,5,2515,0.0453,1,3,1
твердым,твердым,5,2516,0.0453,2,2,1
заметить,заметить,5,2517,0.0453,1,3,1
играл,играл,5,2518,0.0453,1,0,4
раму,раму,5,2519,0.0453,4,0,1
господ,господ,5,2520,0.0453,1,0,4
виднелся,виднелся,5,2521,0.0453,1,2,2
пятьдесят,пятьдесят,5,2522,0.0453,5,0,0
сделает,сделает,5,2523,0.0453,1,2,2
намерен,намерен,5,2524,0.0453,1,0,4
испуганным,испуганным,5,2525,0.0453,3,2,0
сердитым,сердитым,5,2526,0.0453,3,2,0
достаточно,достаточно,5,2527,0.0453,2,2,1
решительным,решительным,5,2528,0.0453,3,1,1
едем,едем,5,2529,0.0453,3,0,2
меньшая,меньшая,5,2530,0.0453,4,1,0
детьми,детьми,5,2531,0.0453,5,0,0
приглашая,приглашая,5,2532,0.0453,2,1,2
малейших,малейших,5,2533,0.0453,1,0,4
кресла,кресла,5,2534,0.0453,4,0,1
молодецки,молодецки,5,2535,0.0453,3,1,1
митенька,митенька,5,2536,0.0453,5,0,0
вздыхая,вздыхая,5,2537,0.0453,4,1,0
высокая,высокая,5,2538,0.0453,4,1,0
apraksine,apraksine,5,2539,0.0453,5,0,0
зашел,зашел,5,2540,0.0453,2,2,1
неприлично,неприлично,5,2541,0.0453,2,0,3
квартального,квартального,5,2542,0.0453,5,0,0
насилу,насилу,5,2543,0.0453,1,3,1
узнав,узнав,5,2544,0.0453,2,2,1
гостьи,гостьи,5,2545,0.0453,5,0,0
девочка,девочка,5,2546,0.0453,5,0,0
нечаянно,нечаянно,5,2547,0.0453,3,0,2
румяный,румяный,5,2548,0.0453,1,0,4
спрятала,спрятала,5,2549,0.0453,5,0,0
куклу,куклу,5,2550,0.0453,5,0,0
наташе,наташе,5,2551,0.0453,4,0,1
понравился,понравился,5,2552,0.0453,2,0,3
оживление,оживление,5,2553,0.0453,2,1,2
которыми,которыми,5,2554,0.0453,1,2,2
тонкими,тонкими,5,2555,0.0453,3,0,2
черные,черные,5,2556,0.0453,1,2,2
находил,находил,5,2557,0.0453,2,2,1
быстрые,быстрые,5,2558,0.0453,3,2,0
старшей,старшей,5,2559,0.0453,5,0,0
длинными,длинными,5,2560,0.0453,2,2,1
шее,шее,5,2561,0.0453,2,3,0
павлоградского,павлоградского,5,2562,0.0453,1,2,2
гусарского,гусарского,5,2563,0.0453,2,2,1
горя,горя,5,2564,0.0453,3,0,2
хочется,хочется,5,2565,0.0453,1,3,1
соню,соню,5,2566,0.0453,2,0,3
сони,сони,5,2567,0.0453,3,1,1
существо,существо,5,2568,0.0453,1,0,4
выходили,выходили,5,2569,0.0453,3,0,2
странное,странное,5,2570,0.0453,1,1,3
хотят,хотят,5,2571,0.0453,3,1,1
вере,вере,5,2572,0.0453,5,0,0
манера,манера,5,2573,0.0453,1,0,4
выхода,выхода,5,2574,0.0453,4,1,0
бросилась,бросилась,5,2575,0.0453,1,1,3
рассматривая,рассматривая,5,2576,0.0453,1,4,0
николаем,николаем,5,2577,0.0453,5,0,0
оглянулась,оглянулась,5,2578,0.0453,3,0,2
поцеловать,поцеловать,5,2579,0.0453,2,0,3
шеи,шеи,5,2580,0.0453,3,1,1
принимать,принимать,5,2581,0.0453,2,2,1
приказано,приказано,5,2582,0.0453,1,3,1
видала,видала,5,2583,0.0453,2,0,3
маменька,маменька,5,2584,0.0453,4,0,1
диванной,диванной,5,2585,0.0453,4,0,1
голоском,голоском,5,2586,0.0453,3,2,0
бергом,бергом,5,2587,0.0453,3,0,2
дрожащим,дрожащим,5,2588,0.0453,2,2,1
любила,любила,5,2589,0.0453,2,0,3
оправила,оправила,5,2590,0.0453,4,0,1
шарф,шарф,5,2591,0.0453,1,1,3
прическу,прическу,5,2592,0.0453,2,0,3
еду,еду,5,2593,0.0453,1,3,1
имею,имею,5,2594,0.0453,2,3,0
можешь,можешь,5,2595,0.0453,2,1,2
твоя,твоя,5,2596,0.0453,2,0,3
сени,сени,5,2597,0.0453,1,4,0
donc,donc,5,2598,0.0453,5,0,0
больной,больной,5,2599,0.0453,3,1,1
